"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-13","0.30",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-14","1.29",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-15","0.20",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-16","0.25",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-17","0.94",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-18","0.37",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-20","0.15",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-21","0.09",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-22","0.65",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-23","0.10",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-24","0.07",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-25","0.04",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-26","0.04",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-27","0.08",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-29","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-30","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-08-31","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-01","0.31",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-09","0.17",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-10","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-12","2.10",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-13","0.06",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-14","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-15","0.27",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-16","0.03",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-18","0.01",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-24","0.15",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-29","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-09-30","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-05","1.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-09","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-10","0.10",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-14","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-15","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-16","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-29","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-30","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-10-31","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-09","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-10","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-14","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-15","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-16","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-29","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-11-30","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-04","0.37",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-09","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-10","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-14","0.09",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-15","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-16","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-19","0.01",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-29","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-30","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1946-12-31","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-05","0.29",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-09","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-10","0.02",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-14","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-15","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-16","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-29","0.03",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-30","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-01-31","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-04","0.45",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-09","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-10","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-14","0.06",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-15","0.35",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-16","0.43",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-02-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-06","0.06",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-09","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-10","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-14","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-15","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-16","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-29","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-30","0.25",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-03-31","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-09","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-10","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-14","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-15","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-16","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-29","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-04-30","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-09","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-10","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-14","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-15","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-16","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-29","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-30","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-05-31","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-01","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-02","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-03","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-06","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-07","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-08","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-09","0.05",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-10","0.16",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-11","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-12","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-13","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-14","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-15","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-16","0.02",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-17","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-18","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-19","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-20","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-21","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-22","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-23","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-24","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-25","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-26","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-27","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-28","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-29","0.03",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-06-30","0.87",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-01","1.15",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-02","0.98",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-03","0.15",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-04","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-05","0.00",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-06","0.06",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-07","0.09",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-08","0.38",",,I"
"IN011320100","REWA, IN","24.53","81.3","286.0","1947-07-09","0.00",",,I"
